name,n,m,converged,pcg_iters,setup_s,solve_s,status
Rothberg__cfd1.mtx,70656,877462,1,17,0.38107275,0.063215958,ok
Rothberg__cfd2.mtx,123440,1480983,1,17,0.849495042,0.099879584,ok
Rothberg__gearbox.mtx,107624,3250488,1,15,1.148408666,0.176905667,ok
Rothberg__struct3.mtx,32142,385649,1,19,0.114532792,0.025052917,ok
Rothberg__struct4.mtx,4350,116724,1,13,0.032283625,0.005324042,ok
Rudnyi__water_tank.mtx,60740,990191,1,16,0.433360291,0.061551584,ok
SNAP__CollegeMsg.mtx,1857,10828,1,10,0.001803667,0.000408708,ok
SNAP__Oregon-1.mtx,11174,23409,1,10,0.002559083,0.001221625,ok
SNAP__Oregon-2.mtx,11461,32730,1,11,0.004069916,0.001602458,ok
SNAP__amazon0302.mtx,262111,454587,1,35,0.111676209,0.25609475,ok
SNAP__amazon0312.mtx,400727,1049624,1,35,0.482625417,0.351988459,ok
SNAP__amazon0505.mtx,410236,1140454,1,34,0.511244542,0.452648125,ok
SNAP__amazon0601.mtx,402809,1138899,1,36,0.505191125,0.395543125,ok
SNAP__as-735.mtx,6474,12572,1,10,0.00131225,0.000646917,ok
SNAP__as-caida.mtx,26475,53381,1,10,0.0067215,0.003291584,ok
SNAP__ca-AstroPh.mtx,17903,196972,1,14,0.050181333,0.011702292,ok
SNAP__ca-CondMat.mtx,21363,91286,1,14,0.015035916,0.007049125,ok
SNAP__ca-GrQc.mtx,4158,13422,1,16,0.001580125,0.000895917,ok
SNAP__ca-HepPh.mtx,11204,117619,1,13,0.019245084,0.006911125,ok
SNAP__ca-HepTh.mtx,8638,24806,1,15,0.003732125,0.001836417,ok
SNAP__cit-HepPh.mtx,26513,147039,1,14,0.047264916,0.012515125,ok
SNAP__cit-HepTh.mtx,20036,104102,1,14,0.025397208,0.007521417,ok
SNAP__com-Amazon.mtx,334863,925872,1,33,0.481462583,0.267695083,ok
SNAP__com-DBLP.mtx,317080,1049866,1,21,0.434206125,0.199223208,ok
SNAP__com-Youtube.mtx,1134890,2987624,1,15,1.497242084,0.5696825,ok
SNAP__email-Enron.mtx,33696,180811,1,13,0.037890167,0.010852084,ok
SNAP__email-Eu-core-temporal.mtx,930,12487,1,11,0.001821792,0.000400959,ok
SNAP__email-Eu-core.mtx,964,12961,1,11,0.001876708,0.000410209,ok
SNAP__email-EuAll.mtx,54444,92013,1,12,0.013847083,0.006473083,ok
SNAP__loc-Brightkite.mtx,56739,212945,1,14,0.059618583,0.017493792,ok
SNAP__loc-Gowalla.mtx,196591,950327,1,15,0.432161208,0.098867708,ok
SNAP__p2p-Gnutella04.mtx,10854,18344,1,16,0.003881709,0.002191916,ok
SNAP__p2p-Gnutella05.mtx,8797,14609,1,17,0.003357709,0.002673125,ok
SNAP__p2p-Gnutella06.mtx,8684,15020,1,16,0.003341,0.001764125,ok
SNAP__p2p-Gnutella08.mtx,6262,9719,1,16,0.001867791,0.00110675,ok
SNAP__p2p-Gnutella09.mtx,8056,12411,1,16,0.00221525,0.001518458,ok
SNAP__p2p-Gnutella24.mtx,26002,35475,1,16,0.006675084,0.005316875,ok
SNAP__p2p-Gnutella25.mtx,22252,30443,1,18,0.005307708,0.00513725,ok
SNAP__p2p-Gnutella30.mtx,36324,48223,1,17,0.009448666,0.00929425,ok
SNAP__p2p-Gnutella31.mtx,61962,76460,1,17,0.015383667,0.014915333,ok
SNAP__roadNet-CA.mtx,1957027,2760388,1,40,1.026586208,1.656691083,ok
SNAP__roadNet-PA.mtx,1087562,1541514,1,38,0.559374708,0.817198417,ok
SNAP__roadNet-TX.mtx,1351137,1879201,1,39,0.628104125,1.083109792,ok
SNAP__soc-Epinions1.mtx,49146,218818,1,13,0.065160291,0.016439708,ok
SNAP__soc-Slashdot0811.mtx,77360,417759,1,11,0.225359125,0.028052125,ok
SNAP__soc-Slashdot0902.mtx,82168,438643,1,11,0.268151459,0.029556833,ok
SNAP__soc-sign-Slashdot081106.mtx,63521,202394,1,12,0.068561417,0.018240292,ok
SNAP__soc-sign-Slashdot090216.mtx,67616,212670,1,13,0.08574775,0.019664791,ok
SNAP__soc-sign-Slashdot090221.mtx,67805,214711,1,13,0.092576792,0.02027825,ok
SNAP__soc-sign-bitcoin-alpha.mtx,3731,12551,1,12,0.001685083,0.000609292,ok
SNAP__soc-sign-bitcoin-otc.mtx,5851,18622,1,12,0.002504334,0.000947625,ok
SNAP__soc-sign-epinions.mtx,78545,369192,1,12,0.125814875,0.025328416,ok
SNAP__sx-askubuntu.mtx,120397,317451,1,11,0.094880958,0.024596542,ok
SNAP__sx-mathoverflow.mtx,21849,137219,1,10,0.029606041,0.005410792,ok
SNAP__sx-superuser.mtx,144425,467432,1,12,0.125452709,0.035429708,ok
SNAP__web-BerkStan.mtx,512501,3480880,1,65,0.779526375,1.100972792,ok
SNAP__web-Google.mtx,723783,2587555,1,31,0.780195708,0.758711292,ok
SNAP__web-NotreDame.mtx,325729,761089,1,77,0.109593208,0.4890235,ok
SNAP__web-Stanford.mtx,213453,1045015,1,51,0.318821209,0.2821905,ok
SNAP__wiki-RfA.mtx,8665,93911,1,11,0.024006625,0.003818084,ok
SNAP__wiki-Talk.mtx,2367916,4340146,0,0,0,0,skip(size)
SNAP__wiki-Vote.mtx,5256,71004,1,10,0.014005542,0.0023745,ok
SPE__spe10_2_nz20.mtx,264000,773200,1,29,0.329620959,0.168323375,ok
SPE__spe10_2_nz43.mtx,567600,1677560,1,29,0.726549375,0.448819041,ok
SPE__spe10_2_nz85.mtx,1122000,3329000,1,31,1.515328667,0.904984416,ok
Sandia__ASIC_100k.mtx,99340,420678,1,11,0.081586459,0.021098958,ok
Sandia__ASIC_100ks.mtx,98843,239751,1,20,0.045783833,0.0354735,ok
Sandia__ASIC_320k.mtx,321821,812361,1,11,0.127661083,0.049236125,ok
Sandia__ASIC_320ks.mtx,320923,508300,1,20,0.166957166,0.082406583,ok
Sandia__ASIC_680ks.mtx,98850,224240,1,20,0.038452709,0.035558958,ok
Sandia__adder_dcop_01.mtx,1809,5589,1,13,0.000522291,0.000328708,ok
Sandia__adder_dcop_02.mtx,1809,5679,1,12,0.00050775,0.000299375,ok
Sandia__adder_dcop_03.mtx,1809,5634,1,12,0.000502333,0.000303041,ok
Sandia__adder_dcop_04.mtx,1809,5579,1,11,0.000505334,0.000288625,ok
Sandia__adder_dcop_05.mtx,1809,5586,1,12,0.00087675,0.000359209,ok
Sandia__adder_dcop_06.mtx,1809,5662,1,12,0.000506833,0.000313167,ok
Sandia__adder_dcop_07.mtx,1809,5667,1,12,0.000502375,0.000282,ok
Sandia__adder_dcop_08.mtx,1809,5678,1,12,0.000507833,0.000294625,ok
Sandia__adder_dcop_09.mtx,1809,5673,1,12,0.000517666,0.000368,ok
Sandia__adder_dcop_10.mtx,1809,5671,1,12,0.000506917,0.000351041,ok
Sandia__adder_dcop_11.mtx,1809,5678,1,12,0.000517375,0.000301625,ok
Sandia__adder_dcop_12.mtx,1809,5679,1,12,0.000526125,0.000316667,ok
Sandia__adder_dcop_13.mtx,1809,5678,1,12,0.000517708,0.000303959,ok
Sandia__adder_dcop_14.mtx,1809,5679,1,12,0.000524542,0.000375666,ok
Sandia__adder_dcop_15.mtx,1809,5679,1,12,0.00052175,0.000277292,ok
Sandia__adder_dcop_16.mtx,1809,5679,1,12,0.000505792,0.0002675,ok
Sandia__adder_dcop_17.mtx,1809,5679,1,12,0.000507791,0.00028,ok
Sandia__adder_dcop_18.mtx,1809,5679,1,12,0.000653,0.000260416,ok
Sandia__adder_dcop_19.mtx,1809,5678,1,12,0.000513583,0.000278625,ok
Sandia__adder_dcop_20.mtx,1809,5679,1,12,0.000524708,0.0002745,ok
Sandia__adder_dcop_21.mtx,1809,5679,1,12,0.000493125,0.000270916,ok
Sandia__adder_dcop_22.mtx,1809,5679,1,12,0.000499542,0.00026175,ok
Sandia__adder_dcop_23.mtx,1809,5679,1,12,0.000517542,0.000289375,ok
Sandia__adder_dcop_24.mtx,1809,5679,1,12,0.000515708,0.0002755,ok
Sandia__adder_dcop_25.mtx,1809,5679,1,12,0.000512083,0.000274916,ok
Sandia__adder_dcop_26.mtx,1809,5679,1,12,0.000523792,0.000271708,ok
Sandia__adder_dcop_27.mtx,1809,5679,1,12,0.000513875,0.000282291,ok
Sandia__adder_dcop_28.mtx,1809,5679,1,12,0.000500916,0.000267417,ok
Sandia__adder_dcop_29.mtx,1809,5679,1,12,0.000522542,0.000321667,ok
Sandia__adder_dcop_30.mtx,1809,5679,1,12,0.000518375,0.000296167,ok
Sandia__adder_dcop_31.mtx,1809,5679,1,12,0.000513709,0.000297459,ok
Sandia__adder_dcop_32.mtx,1809,5679,1,12,0.000514542,0.000290375,ok
Sandia__adder_dcop_33.mtx,1809,5679,1,12,0.000505417,0.000280833,ok
Sandia__adder_dcop_34.mtx,1809,5679,1,12,0.000523291,0.000289167,ok
Sandia__adder_dcop_35.mtx,1809,5679,1,12,0.000561333,0.000285833,ok
Sandia__adder_dcop_36.mtx,1809,5679,1,12,0.00051275,0.000288042,ok
Sandia__adder_dcop_37.mtx,1809,5679,1,12,0.000612,0.000349166,ok
Sandia__adder_dcop_38.mtx,1809,5679,1,12,0.000500666,0.00027,ok
Sandia__adder_dcop_39.mtx,1809,5679,1,12,0.000511542,0.000284041,ok
Sandia__adder_dcop_40.mtx,1809,5679,1,12,0.000678541,0.00037675,ok
Sandia__adder_dcop_41.mtx,1809,5679,1,12,0.00051675,0.000268,ok
Sandia__adder_dcop_42.mtx,1809,5679,1,12,0.000521208,0.000287292,ok
Sandia__adder_dcop_43.mtx,1809,5679,1,12,0.000488291,0.000264375,ok
Sandia__adder_dcop_44.mtx,1809,5679,1,12,0.000516958,0.000283834,ok
Sandia__adder_dcop_45.mtx,1809,5679,1,12,0.000476458,0.000267666,ok
Sandia__adder_dcop_46.mtx,1809,5679,1,12,0.000516708,0.00030275,ok
Sandia__adder_dcop_47.mtx,1809,5679,1,12,0.000485,0.000270042,ok
Sandia__adder_dcop_48.mtx,1809,5679,1,12,0.000468333,0.000259875,ok
Sandia__adder_dcop_49.mtx,1809,5679,1,12,0.000520125,0.000273,ok
Sandia__adder_dcop_50.mtx,1809,5679,1,12,0.000520083,0.000283125,ok
Sandia__adder_dcop_51.mtx,1809,5679,1,12,0.000490125,0.000260042,ok
Sandia__adder_dcop_52.mtx,1809,5679,1,12,0.00047825,0.000260167,ok
Sandia__adder_dcop_53.mtx,1809,5679,1,12,0.000493833,0.000269958,ok
Sandia__adder_dcop_54.mtx,1809,5679,1,12,0.000503291,0.000278833,ok
Sandia__adder_dcop_55.mtx,1809,5679,1,12,0.0004945,0.000255208,ok
Sandia__adder_dcop_56.mtx,1809,5679,1,12,0.001681458,0.000267667,ok
Sandia__adder_dcop_57.mtx,1809,5679,1,12,0.000502292,0.000272375,ok
Sandia__adder_dcop_58.mtx,1809,5679,1,12,0.000474833,0.000261834,ok
Sandia__adder_dcop_59.mtx,1809,5679,1,12,0.000481917,0.000253125,ok
Sandia__adder_dcop_60.mtx,1809,5679,1,12,0.000473708,0.000253917,ok
Sandia__adder_dcop_61.mtx,1809,5679,1,12,0.000450959,0.000252875,ok
Sandia__adder_dcop_62.mtx,1809,5679,1,12,0.000440666,0.000262209,ok
Sandia__adder_dcop_63.mtx,1809,5679,1,12,0.000448167,0.000255666,ok
Sandia__adder_dcop_64.mtx,1809,5679,1,12,0.000489417,0.000252833,ok
Sandia__adder_dcop_65.mtx,1809,5679,1,12,0.000430333,0.000250834,ok
Sandia__adder_dcop_66.mtx,1809,5679,1,12,0.000426084,0.000252792,ok
Sandia__adder_dcop_67.mtx,1809,5679,1,12,0.00044175,0.000255209,ok
Sandia__adder_dcop_68.mtx,1809,5679,1,12,0.000439167,0.000256375,ok
Sandia__adder_dcop_69.mtx,1809,5679,1,12,0.000506208,0.000269417,ok
Sandia__adder_trans_01.mtx,1810,6385,1,12,0.000571583,0.000287875,ok
Sandia__adder_trans_02.mtx,1810,6385,1,12,0.000571667,0.00029825,ok
Sandia__fpga_dcop_01.mtx,746,1393,1,12,0.000131167,9.6917e-5,ok
Sandia__fpga_dcop_02.mtx,746,1393,1,12,0.000130709,0.000100791,ok
Sandia__fpga_dcop_03.mtx,746,1393,1,12,0.000115375,9.5834e-5,ok
Sandia__fpga_dcop_04.mtx,746,1389,1,12,0.000121375,9.0333e-5,ok
Sandia__fpga_dcop_05.mtx,746,1386,1,12,0.000116916,8.8458e-5,ok
Sandia__fpga_dcop_06.mtx,746,1381,1,11,0.000124166,8.8042e-5,ok
Sandia__fpga_dcop_07.mtx,746,1383,1,13,0.000114708,0.000107042,ok
Sandia__fpga_dcop_08.mtx,746,1393,1,12,0.000114042,9.5375e-5,ok
Sandia__fpga_dcop_09.mtx,746,1390,1,14,0.001171208,0.000108917,ok
Sandia__fpga_dcop_10.mtx,746,1389,1,13,0.000117959,9.5416e-5,ok
Sandia__fpga_dcop_11.mtx,746,1393,1,12,0.000114584,8.7917e-5,ok
Sandia__fpga_dcop_12.mtx,746,1393,1,12,0.000108334,8.8375e-5,ok
Sandia__fpga_dcop_13.mtx,746,1393,1,12,0.000109666,8.6834e-5,ok
Sandia__fpga_dcop_14.mtx,746,1393,1,12,0.000106083,8.7083e-5,ok
Sandia__fpga_dcop_15.mtx,746,1393,1,12,0.0001065,8.6834e-5,ok
Sandia__fpga_dcop_16.mtx,746,1393,1,12,0.000104667,9.4666e-5,ok
Sandia__fpga_dcop_17.mtx,746,1393,1,12,0.000106458,0.000100375,ok
Sandia__fpga_dcop_18.mtx,746,1393,1,12,0.000129333,0.000105875,ok
Sandia__fpga_dcop_19.mtx,746,1393,1,12,0.000113458,0.000102209,ok
Sandia__fpga_dcop_20.mtx,746,1393,1,12,0.000112542,9.6125e-5,ok
Sandia__fpga_dcop_21.mtx,746,1393,1,12,0.000112125,9.6541e-5,ok
Sandia__fpga_dcop_22.mtx,746,1393,1,12,0.000116167,0.000100958,ok
Sandia__fpga_dcop_23.mtx,746,1393,1,12,0.0001165,9.7583e-5,ok
Sandia__fpga_dcop_24.mtx,746,1393,1,12,0.000112584,9.8625e-5,ok
Sandia__fpga_dcop_25.mtx,746,1393,1,12,0.000128208,9.8333e-5,ok
Sandia__fpga_dcop_26.mtx,746,1393,1,12,0.000112917,9.6833e-5,ok
Sandia__fpga_dcop_27.mtx,746,1393,1,12,0.000109583,8.8917e-5,ok
Sandia__fpga_dcop_28.mtx,746,1393,1,12,0.000110792,8.7125e-5,ok
Sandia__fpga_dcop_29.mtx,746,1393,1,12,0.000107084,8.825e-5,ok
Sandia__fpga_dcop_30.mtx,746,1393,1,12,0.000113666,8.9625e-5,ok
Sandia__fpga_dcop_31.mtx,746,1393,1,12,0.000108833,8.7125e-5,ok
Sandia__fpga_dcop_32.mtx,746,1393,1,12,0.000107542,8.7625e-5,ok
Sandia__fpga_dcop_33.mtx,746,1393,1,12,0.000106125,8.6083e-5,ok
Sandia__fpga_dcop_34.mtx,746,1393,1,12,0.000105417,9.7833e-5,ok
Sandia__fpga_dcop_35.mtx,746,1393,1,12,0.000125875,9.9375e-5,ok
Sandia__fpga_dcop_36.mtx,746,1393,1,12,0.000109041,9.0417e-5,ok
Sandia__fpga_dcop_37.mtx,746,1393,1,12,0.000108875,9.0334e-5,ok
Sandia__fpga_dcop_38.mtx,746,1393,1,12,0.000121583,9.4875e-5,ok
Sandia__fpga_dcop_40.mtx,746,1393,1,12,0.000111125,8.8917e-5,ok
Sandia__fpga_dcop_41.mtx,746,1393,1,12,0.000113125,9.5208e-5,ok
Sandia__fpga_dcop_42.mtx,746,1393,1,12,0.00010825,8.8542e-5,ok
Sandia__fpga_dcop_43.mtx,746,1393,1,12,0.000106791,8.7959e-5,ok
Sandia__fpga_dcop_44.mtx,746,1393,1,12,0.000107208,8.8125e-5,ok
Sandia__fpga_dcop_45.mtx,746,1393,1,12,0.000107208,8.7083e-5,ok
Sandia__fpga_dcop_46.mtx,746,1393,1,12,0.00011,8.7459e-5,ok
Sandia__fpga_dcop_47.mtx,746,1393,1,12,0.000108709,8.95e-5,ok
Sandia__fpga_dcop_48.mtx,746,1393,1,12,0.000106834,9.0916e-5,ok
Sandia__fpga_dcop_49.mtx,746,1393,1,12,0.000104625,8.6542e-5,ok
Sandia__fpga_dcop_50.mtx,746,1393,1,12,0.000108583,8.7417e-5,ok
Sandia__fpga_dcop_51.mtx,746,1393,1,12,0.000106458,8.8459e-5,ok
Sandia__fpga_trans_01.mtx,1220,3114,1,13,0.000262709,0.000175375,ok
Sandia__fpga_trans_02.mtx,1220,3114,1,13,0.000240459,0.000166959,ok
Sandia__init_adder1.mtx,1809,5589,1,13,0.000513292,0.000294333,ok
Sandia__mult_dcop_01.mtx,25061,92369,1,12,0.011650042,0.005920041,ok
Sandia__mult_dcop_02.mtx,25061,92369,1,12,0.010978041,0.00578725,ok
Sandia__mult_dcop_03.mtx,25061,92333,1,13,0.012019291,0.007794792,ok
Sandia__oscil_dcop_01.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_02.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_03.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_04.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_05.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_06.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_07.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_08.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_09.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_10.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_11.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_12.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_13.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_14.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_15.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_16.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_17.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_18.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_19.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_20.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_21.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_22.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_23.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_24.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_25.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_26.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_27.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_28.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_29.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_30.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_31.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_32.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_33.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_34.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_35.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_36.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_37.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_38.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_39.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_40.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_41.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_42.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_43.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_44.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_45.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_46.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_47.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_48.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_49.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_50.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_51.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_52.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_53.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_54.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_55.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_56.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_dcop_57.mtx,422,581,0,0,0,0,skip(size)
Sandia__oscil_trans_01.mtx,422,599,0,0,0,0,skip(size)
Sanghavi__ecl32.mtx,42341,175850,1,21,0.053823958,0.023654083,ok
Schenk_AFE__af_shell1.mtx,504855,8528598,0,0,0,0,skip(size)
Schenk_AFE__af_shell3.mtx,504855,8528598,0,0,0,0,skip(size)
Schenk_AFE__af_shell5.mtx,504855,8537150,0,0,0,0,skip(size)
Schenk_AFE__af_shell8.mtx,504855,8537150,0,0,0,0,skip(size)
Schenk_AFE__af_shell9.mtx,504855,8541995,0,0,0,0,skip(size)
Schenk_IBMNA__c-18.mtx,2169,6488,1,14,0.00071,0.000372292,ok
Schenk_IBMNA__c-19.mtx,2327,9745,1,13,0.001138166,0.000455,ok
Schenk_IBMNA__c-20.mtx,2921,8762,1,13,0.000890375,0.000450375,ok
Schenk_IBMNA__c-21.mtx,3497,14312,1,14,0.001521625,0.000678334,ok
Schenk_IBMNA__c-22.mtx,3790,12538,1,15,0.001306208,0.000684,ok
Schenk_IBMNA__c-23.mtx,3969,13555,1,15,0.0012225,0.000724125,ok
Schenk_IBMNA__c-24.mtx,4119,15790,1,14,0.001747583,0.000769083,ok
Schenk_IBMNA__c-25.mtx,3797,22919,1,13,0.002993375,0.000952333,ok
Schenk_IBMNA__c-26.mtx,4307,15115,1,14,0.001658125,0.000789791,ok
Schenk_IBMNA__c-27.mtx,4563,13182,1,14,0.001365709,0.000736041,ok
Schenk_IBMNA__c-28.mtx,4598,12996,1,14,0.001380333,0.000738167,ok
Schenk_IBMNA__c-29.mtx,5033,19349,1,14,0.002072583,0.000920417,ok
Schenk_IBMNA__c-30.mtx,5321,30186,1,11,0.002724959,0.000924334,ok
Schenk_IBMNA__c-31.mtx,5339,36616,1,12,0.004384917,0.001247458,ok
Schenk_IBMNA__c-32.mtx,5975,24248,1,11,0.001974209,0.002105875,ok
Schenk_IBMNA__c-33.mtx,6317,24903,1,11,0.002539334,0.000901791,ok
Schenk_IBMNA__c-34.mtx,6611,28861,1,14,0.003451583,0.001351166,ok
Schenk_IBMNA__c-35.mtx,6537,28177,1,14,0.004178834,0.002686709,ok
Schenk_IBMNA__c-36.mtx,7479,29231,1,15,0.002964791,0.001436375,ok
Schenk_IBMNA__c-37.mtx,8204,33236,1,14,0.004486459,0.001726334,ok
Schenk_IBMNA__c-38.mtx,8127,34781,1,15,0.004316625,0.001842917,ok
Schenk_IBMNA__c-39.mtx,9271,53658,1,13,0.016801417,0.002358292,ok
Schenk_IBMNA__c-40.mtx,9941,35780,1,13,0.003799375,0.001527584,ok
Schenk_IBMNA__c-41.mtx,9755,45926,1,14,0.005672875,0.002238959,ok
Schenk_IBMNA__c-42.mtx,10471,49907,1,13,0.005546833,0.002092833,ok
Schenk_IBMNA__c-43.mtx,11109,56259,1,14,0.005880875,0.002321875,ok
Schenk_IBMNA__c-44.mtx,10728,37136,1,15,0.005364959,0.002301084,ok
Schenk_IBMNA__c-45.mtx,13206,80623,1,13,0.007607209,0.002761625,ok
Schenk_IBMNA__c-46.mtx,14913,57742,1,15,0.006180083,0.002962666,ok
Schenk_IBMNA__c-47.mtx,15343,98029,1,12,0.015089167,0.004258708,ok
Schenk_IBMNA__c-48.mtx,18354,73863,1,14,0.010805084,0.0038805,ok
Schenk_IBMNA__c-49.mtx,21130,67953,1,15,0.009813291,0.005189542,ok
Schenk_IBMNA__c-50.mtx,22397,78920,1,14,0.094166792,0.004359667,ok
Schenk_IBMNA__c-51.mtx,23194,89925,1,14,0.015997,0.005007875,ok
Schenk_IBMNA__c-52.mtx,23940,89376,1,16,0.021890042,0.005765084,ok
Schenk_IBMNA__c-53.mtx,30153,162411,1,16,0.10585425,0.0092275,ok
Schenk_IBMNA__c-54.mtx,31755,177078,1,15,0.026087292,0.00876225,ok
Schenk_IBMNA__c-56.mtx,35902,172161,1,15,0.027164625,0.008772042,ok
Schenk_IBMNA__c-57.mtx,37737,182722,1,16,0.025048875,0.00869825,ok
Schenk_IBMNA__c-60.mtx,43632,127461,1,16,0.02381825,0.009775041,ok
Schenk_IBMNA__c-61.mtx,43618,133199,1,16,0.022329667,0.010025583,ok
Schenk_IBMNA__c-62.mtx,41729,258804,1,14,0.164430916,0.015582625,ok
Schenk_IBMNA__c-64.mtx,51035,328475,1,13,0.15848125,0.011857292,ok
Schenk_IBMNA__c-64b.mtx,51035,328283,1,13,0.045837333,0.011639083,ok
Schenk_IBMNA__c-65.mtx,47966,156131,1,16,0.026251791,0.011366375,ok
Schenk_IBMNA__c-66.mtx,49979,197427,1,15,0.030275833,0.011375334,ok
Schenk_IBMNA__c-66b.mtx,49977,197425,1,15,0.031374167,0.011319125,ok
Schenk_IBMNA__c-67.mtx,57293,235786,1,15,0.123125916,0.011918458,ok
Schenk_IBMNA__c-67b.mtx,57647,236140,1,16,0.034119292,0.012628666,ok
Schenk_IBMNA__c-73.mtx,169422,554926,1,9,0.187413334,0.0183195,ok
Schenk_IBMNA__c-73b.mtx,169422,554926,1,9,0.088853458,0.017436292,ok
Schenk_IBMNA__c-big.mtx,345089,997733,1,17,0.365426667,0.093117042,ok
Schenk_IBMSDS__2D_27628_bjtcai.mtx,21292,89526,1,27,0.013870916,0.01257125,ok
Schenk_IBMSDS__2D_54019_highK.mtx,47075,216212,1,27,0.044904417,0.029834625,ok
Schenk_IBMSDS__3D_28984_Tetra.mtx,24189,128096,1,20,0.028730125,0.013783083,ok
Schenk_IBMSDS__3D_51448_3D.mtx,47293,241806,1,20,0.069709584,0.025242084,ok
Schenk_IBMSDS__ibm_matrix_2.mtx,47293,241806,1,20,0.073224833,0.02750125,ok
Schenk_IBMSDS__matrix-new_3.mtx,84597,386812,1,21,0.131041792,0.048063834,ok
Schenk_IBMSDS__matrix_9.mtx,101401,551044,1,18,0.261900334,0.057846709,ok
Schenk_ISEI__barrier2-1.mtx,113076,657034,1,20,0.338638375,0.094407417,ok
Schenk_ISEI__barrier2-10.mtx,115625,659418,1,20,0.394650167,0.079738208,ok
Schenk_ISEI__barrier2-11.mtx,115625,659418,1,20,0.403279125,0.082979458,ok
Schenk_ISEI__barrier2-12.mtx,115625,659418,1,20,0.39319775,0.08111325,ok
Schenk_ISEI__barrier2-2.mtx,113076,657034,1,20,0.348550834,0.081221833,ok
Schenk_ISEI__barrier2-3.mtx,113076,657034,1,20,0.405157334,0.081792791,ok
Schenk_ISEI__barrier2-4.mtx,113076,657034,1,20,0.329826958,0.077825792,ok
Schenk_ISEI__barrier2-9.mtx,115625,659418,1,20,0.33375175,0.08920925,ok
Schenk_ISEI__igbt3.mtx,10938,40309,1,24,0.006496959,0.0049245,ok
